INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.,,,,,,
ALG_SHA_224,no,,,0.071,0,0,0
ALG_SHA3_224,no,,,0.071,0,0,0
ALG_SHA3_256,no,,,0.071,0,0,0
ALG_SHA3_384,no,,,0.071,0,0,0
ALG_SHA3_512,no,,,0.072,0,0,0
ALG_SM3,no,,,0.072,0,0,0
ALG_NULL,no,,,0.071,0,0,0
,,,,,,,
javacardx.crypto.Cipher.getInstance(byte cipherAlgorithm, byte paddingAlgorithm, boolean externalAccess),,,,,
CIPHER_AES_CBC PAD_NULL,yes,,,0.291,35,50,0
CIPHER_AES_CBC PAD_NOPAD,yes,,,0.291,35,50,0
CIPHER_AES_CBC PAD_ISO9797_M1,yes,,,0.288,35,50,0
CIPHER_AES_CBC PAD_ISO9797_M2,yes,,,0.288,35,50,0
CIPHER_AES_CBC PAD_ISO9797_1_M1_ALG3,yes,,,0.288,35,50,0
CIPHER_AES_CBC PAD_ISO9797_1_M2_ALG3,yes,,,0.288,35,50,0
CIPHER_AES_CBC PAD_PKCS5,yes,,,0.288,35,50,0
CIPHER_AES_CBC PAD_PKCS1,yes,,,0.288,35,50,0
CIPHER_AES_CBC PAD_PKCS1_PSS,yes,,,0.288,35,50,0
CIPHER_AES_CBC PAD_PKCS1_OAEP,yes,,,0.288,35,50,0
CIPHER_AES_CBC PAD_ISO9796,yes,,,0.288,35,50,0
CIPHER_AES_CBC PAD_ISO9796_MR,yes,,,0.287,35,50,0
CIPHER_AES_CBC PAD_RFC2409,yes,,,0.288,35,50,0
CIPHER_AES_CBC PAD_PKCS1_OAEP_SHA224,no,,,0.075,0,0,0
CIPHER_AES_CBC PAD_PKCS1_OAEP_SHA256,no,,,0.075,0,0,0
CIPHER_AES_CBC PAD_PKCS1_OAEP_SHA384,no,,,0.075,0,0,0
CIPHER_AES_CBC PAD_PKCS1_OAEP_SHA512,no,,,0.075,0,0,0
CIPHER_AES_CBC PAD_PKCS1_OAEP_SHA3_224,no,,,0.075,0,0,0
CIPHER_AES_CBC PAD_PKCS1_OAEP_SHA3_256,no,,,0.075,0,0,0
CIPHER_AES_CBC PAD_PKCS1_OAEP_SHA3_384,no,,,0.075,0,0,0
CIPHER_AES_CBC PAD_PKCS1_OAEP_SHA3_512,no,,,0.075,0,0,0
CIPHER_AES_CBC PAD_ISO9796_MR_SCHEME_2,no,,,0.075,0,0,0
CIPHER_AES_CBC PAD_ISO9796_MR_SCHEME_3,no,,,0.075,0,0,0
CIPHER_AES_ECB PAD_NULL,yes,,,0.228,26,18,0
CIPHER_AES_ECB PAD_NOPAD,yes,,,0.232,26,18,0
CIPHER_AES_ECB PAD_ISO9797_M1,yes,,,0.23,26,18,0
CIPHER_AES_ECB PAD_ISO9797_M2,yes,,,0.232,26,18,0
CIPHER_AES_ECB PAD_ISO9797_1_M1_ALG3,yes,,,0.23,26,18,0
CIPHER_AES_ECB PAD_ISO9797_1_M2_ALG3,yes,,,0.232,26,18,0
CIPHER_AES_ECB PAD_PKCS5,yes,,,0.229,26,18,0
CIPHER_AES_ECB PAD_PKCS1,yes,,,0.232,26,18,0
CIPHER_AES_ECB PAD_PKCS1_PSS,yes,,,0.23,26,18,0
CIPHER_AES_ECB PAD_PKCS1_OAEP,yes,,,0.233,26,18,0
CIPHER_AES_ECB PAD_ISO9796,yes,,,0.229,26,18,0
CIPHER_AES_ECB PAD_ISO9796_MR,yes,,,0.232,26,18,0
CIPHER_AES_ECB PAD_RFC2409,yes,,,0.229,26,18,0
CIPHER_AES_ECB PAD_PKCS1_OAEP_SHA224,no,,,0.075,0,0,0
CIPHER_AES_ECB PAD_PKCS1_OAEP_SHA256,no,,,0.075,0,0,0
CIPHER_AES_ECB PAD_PKCS1_OAEP_SHA384,no,,,0.075,0,0,0
CIPHER_AES_ECB PAD_PKCS1_OAEP_SHA512,no,,,0.075,0,0,0
CIPHER_AES_ECB PAD_PKCS1_OAEP_SHA3_224,no,,,0.075,0,0,0
CIPHER_AES_ECB PAD_PKCS1_OAEP_SHA3_256,no,,,0.075,0,0,0
CIPHER_AES_ECB PAD_PKCS1_OAEP_SHA3_384,no,,,0.075,0,0,0
CIPHER_AES_ECB PAD_PKCS1_OAEP_SHA3_512,no,,,0.075,0,0,0
CIPHER_AES_ECB PAD_ISO9796_MR_SCHEME_2,no,,,0.075,0,0,0
CIPHER_AES_ECB PAD_ISO9796_MR_SCHEME_3,no,,,0.075,0,0,0
CIPHER_DES_CBC PAD_NULL,yes,,,0.288,35,26,0
CIPHER_DES_CBC PAD_NOPAD,yes,,,0.288,35,26,0
CIPHER_DES_CBC PAD_ISO9797_M1,yes,,,0.287,35,26,0
CIPHER_DES_CBC PAD_ISO9797_M2,yes,,,0.288,35,26,0
CIPHER_DES_CBC PAD_ISO9797_1_M1_ALG3,yes,,,0.287,35,26,0
CIPHER_DES_CBC PAD_ISO9797_1_M2_ALG3,yes,,,0.287,35,26,0
CIPHER_DES_CBC PAD_PKCS5,yes,,,0.288,35,26,0
CIPHER_DES_CBC PAD_PKCS1,yes,,,0.288,35,26,0
CIPHER_DES_CBC PAD_PKCS1_PSS,yes,,,0.288,35,26,0
CIPHER_DES_CBC PAD_PKCS1_OAEP,yes,,,0.288,35,26,0
CIPHER_DES_CBC PAD_ISO9796,yes,,,0.288,35,26,0
CIPHER_DES_CBC PAD_ISO9796_MR,yes,,,0.288,35,26,0
CIPHER_DES_CBC PAD_RFC2409,yes,,,0.288,35,26,0
CIPHER_DES_CBC PAD_PKCS1_OAEP_SHA224,no,,,0.074,0,0,0
CIPHER_DES_CBC PAD_PKCS1_OAEP_SHA256,no,,,0.075,0,0,0
CIPHER_DES_CBC PAD_PKCS1_OAEP_SHA384,no,,,0.075,0,0,0
CIPHER_DES_CBC PAD_PKCS1_OAEP_SHA512,no,,,0.075,0,0,0
CIPHER_DES_CBC PAD_PKCS1_OAEP_SHA3_224,no,,,0.075,0,0,0
CIPHER_DES_CBC PAD_PKCS1_OAEP_SHA3_256,no,,,0.075,0,0,0
CIPHER_DES_CBC PAD_PKCS1_OAEP_SHA3_384,no,,,0.075,0,0,0
CIPHER_DES_CBC PAD_PKCS1_OAEP_SHA3_512,no,,,0.075,0,0,0
CIPHER_DES_CBC PAD_ISO9796_MR_SCHEME_2,no,,,0.075,0,0,0
CIPHER_DES_CBC PAD_ISO9796_MR_SCHEME_3,no,,,0.075,0,0,0
CIPHER_DES_ECB PAD_NULL,yes,,,0.228,26,10,0
CIPHER_DES_ECB PAD_NOPAD,yes,,,0.232,26,10,0
CIPHER_DES_ECB PAD_ISO9797_M1,yes,,,0.229,26,10,0
CIPHER_DES_ECB PAD_ISO9797_M2,yes,,,0.232,26,10,0
CIPHER_DES_ECB PAD_ISO9797_1_M1_ALG3,yes,,,0.229,26,10,0
CIPHER_DES_ECB PAD_ISO9797_1_M2_ALG3,yes,,,0.233,26,10,0
CIPHER_DES_ECB PAD_PKCS5,yes,,,0.229,26,10,0
CIPHER_DES_ECB PAD_PKCS1,yes,,,0.233,26,10,0
CIPHER_DES_ECB PAD_PKCS1_PSS,yes,,,0.228,26,10,0
CIPHER_DES_ECB PAD_PKCS1_OAEP,yes,,,0.232,26,10,0
CIPHER_DES_ECB PAD_ISO9796,yes,,,0.229,26,10,0
CIPHER_DES_ECB PAD_ISO9796_MR,yes,,,0.232,26,10,0
CIPHER_DES_ECB PAD_RFC2409,yes,,,0.229,26,10,0
CIPHER_DES_ECB PAD_PKCS1_OAEP_SHA224,no,,,0.076,0,0,0
CIPHER_DES_ECB PAD_PKCS1_OAEP_SHA256,no,,,0.076,0,0,0
CIPHER_DES_ECB PAD_PKCS1_OAEP_SHA384,no,,,0.075,0,0,0
CIPHER_DES_ECB PAD_PKCS1_OAEP_SHA512,no,,,0.075,0,0,0
CIPHER_DES_ECB PAD_PKCS1_OAEP_SHA3_224,no,,,0.076,0,0,0
CIPHER_DES_ECB PAD_PKCS1_OAEP_SHA3_256,no,,,0.075,0,0,0
CIPHER_DES_ECB PAD_PKCS1_OAEP_SHA3_384,no,,,0.075,0,0,0
CIPHER_DES_ECB PAD_PKCS1_OAEP_SHA3_512,no,,,0.075,0,0,0
CIPHER_DES_ECB PAD_ISO9796_MR_SCHEME_2,no,,,0.075,0,0,0
CIPHER_DES_ECB PAD_ISO9796_MR_SCHEME_3,no,,,0.075,0,0,0
CIPHER_KOREAN_SEED_CBC PAD_NULL,yes,,,0.29,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_NOPAD,yes,,,0.29,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_ISO9797_M1,yes,,,0.288,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_ISO9797_M2,yes,,,0.288,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_ISO9797_1_M1_ALG3,yes,,,0.288,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_ISO9797_1_M2_ALG3,yes,,,0.288,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS5,yes,,,0.288,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS1,yes,,,0.288,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS1_PSS,yes,,,0.288,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS1_OAEP,yes,,,0.288,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_ISO9796,yes,,,0.288,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_ISO9796_MR,yes,,,0.289,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_RFC2409,yes,,,0.288,35,17,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS1_OAEP_SHA224,no,,,0.075,0,0,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS1_OAEP_SHA256,no,,,0.076,0,0,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS1_OAEP_SHA384,no,,,0.075,0,0,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS1_OAEP_SHA512,no,,,0.075,0,0,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS1_OAEP_SHA3_224,no,,,0.076,0,0,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS1_OAEP_SHA3_256,no,,,0.074,0,0,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS1_OAEP_SHA3_384,no,,,0.075,0,0,0
CIPHER_KOREAN_SEED_CBC PAD_PKCS1_OAEP_SHA3_512,no,,,0.075,0,0,0
CIPHER_KOREAN_SEED_CBC PAD_ISO9796_MR_SCHEME_2,no,,,0.075,0,0,0
CIPHER_KOREAN_SEED_CBC PAD_ISO9796_MR_SCHEME_3,no,,,0.075,0,0,0
CIPHER_KOREAN_SEED_ECB PAD_NULL,yes,,,0.23,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_NOPAD,yes,,,0.236,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_ISO9797_M1,yes,,,0.228,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_ISO9797_M2,yes,,,0.232,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_ISO9797_1_M1_ALG3,yes,,,0.229,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_ISO9797_1_M2_ALG3,yes,,,0.232,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS5,yes,,,0.229,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS1,yes,,,0.232,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS1_PSS,yes,,,0.23,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS1_OAEP,yes,,,0.232,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_ISO9796,yes,,,0.229,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_ISO9796_MR,yes,,,0.233,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_RFC2409,yes,,,0.23,26,1,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS1_OAEP_SHA224,no,,,0.075,0,0,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS1_OAEP_SHA256,no,,,0.075,0,0,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS1_OAEP_SHA384,no,,,0.075,0,0,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS1_OAEP_SHA512,no,,,0.075,0,0,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS1_OAEP_SHA3_224,no,,,0.075,0,0,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS1_OAEP_SHA3_256,no,,,0.075,0,0,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS1_OAEP_SHA3_384,no,,,0.075,0,0,0
CIPHER_KOREAN_SEED_ECB PAD_PKCS1_OAEP_SHA3_512,no,,,0.075,0,0,0
CIPHER_KOREAN_SEED_ECB PAD_ISO9796_MR_SCHEME_2,no,,,0.075,0,0,0
CIPHER_KOREAN_SEED_ECB PAD_ISO9796_MR_SCHEME_3,no,,,0.075,0,0,0
CIPHER_RSA PAD_NULL,yes,,,0.231,28,2,0
CIPHER_RSA PAD_NOPAD,yes,,,0.232,28,2,0
CIPHER_RSA PAD_ISO9797_M1,yes,,,0.234,28,2,0
CIPHER_RSA PAD_ISO9797_M2,yes,,,0.228,28,2,0
CIPHER_RSA PAD_ISO9797_1_M1_ALG3,yes,,,0.229,28,2,0
CIPHER_RSA PAD_ISO9797_1_M2_ALG3,yes,,,0.227,28,2,0
CIPHER_RSA PAD_PKCS5,yes,,,0.23,28,2,0
CIPHER_RSA PAD_PKCS1,yes,,,0.228,28,2,0
CIPHER_RSA PAD_PKCS1_PSS,yes,,,0.23,28,2,0
CIPHER_RSA PAD_PKCS1_OAEP,yes,,,0.228,28,2,0
CIPHER_RSA PAD_ISO9796,yes,,,0.229,28,2,0
CIPHER_RSA PAD_ISO9796_MR,yes,,,0.228,28,2,0
CIPHER_RSA PAD_RFC2409,yes,,,0.229,28,2,0
CIPHER_RSA PAD_PKCS1_OAEP_SHA224,no,,,0.075,0,0,0
CIPHER_RSA PAD_PKCS1_OAEP_SHA256,no,,,0.076,0,0,0
CIPHER_RSA PAD_PKCS1_OAEP_SHA384,no,,,0.075,0,0,0
CIPHER_RSA PAD_PKCS1_OAEP_SHA512,no,,,0.076,0,0,0
CIPHER_RSA PAD_PKCS1_OAEP_SHA3_224,no,,,0.075,0,0,0
CIPHER_RSA PAD_PKCS1_OAEP_SHA3_256,no,,,0.075,0,0,0
CIPHER_RSA PAD_PKCS1_OAEP_SHA3_384,no,,,0.075,0,0,0
CIPHER_RSA PAD_PKCS1_OAEP_SHA3_512,no,,,0.075,0,0,0
CIPHER_RSA PAD_ISO9796_MR_SCHEME_2,no,,,0.075,0,0,0
CIPHER_RSA PAD_ISO9796_MR_SCHEME_3,no,,,0.075,0,0,0
CIPHER_AES_CTR PAD_NULL,no,,,0.075,0,0,0
CIPHER_AES_CTR PAD_NOPAD,no,,,0.075,0,0,0
CIPHER_AES_CTR PAD_ISO9797_M1,no,,,0.075,0,0,0
CIPHER_AES_CTR PAD_ISO9797_M2,no,,,0.075,0,0,0
CIPHER_AES_CTR PAD_ISO9797_1_M1_ALG3,no,,,0.075,0,0,0
CIPHER_AES_CTR PAD_ISO9797_1_M2_ALG3,no,,,0.075,0,0,0
CIPHER_AES_CTR PAD_PKCS5,no,,,0.075,0,0,0
CIPHER_AES_CTR PAD_PKCS1,no,,,0.076,0,0,0
CIPHER_AES_CTR PAD_PKCS1_PSS,no,,,0.075,0,0,0
CIPHER_AES_CTR PAD_PKCS1_OAEP,no,,,0.076,0,0,0
CIPHER_AES_CTR PAD_ISO9796,no,,,0.076,0,0,0
CIPHER_AES_CTR PAD_ISO9796_MR,no,,,0.076,0,0,0
CIPHER_AES_CTR PAD_RFC2409,no,,,0.074,0,0,0
CIPHER_AES_CTR PAD_PKCS1_OAEP_SHA224,no,,,0.075,0,0,0
CIPHER_AES_CTR PAD_PKCS1_OAEP_SHA256,no,,,0.075,0,0,0
CIPHER_AES_CTR PAD_PKCS1_OAEP_SHA384,no,,,0.075,0,0,0
CIPHER_AES_CTR PAD_PKCS1_OAEP_SHA512,no,,,0.076,0,0,0
CIPHER_AES_CTR PAD_PKCS1_OAEP_SHA3_224,no,,,0.074,0,0,0
CIPHER_AES_CTR PAD_PKCS1_OAEP_SHA3_256,no,,,0.075,0,0,0
CIPHER_AES_CTR PAD_PKCS1_OAEP_SHA3_384,no,,,0.074,0,0,0
CIPHER_AES_CTR PAD_PKCS1_OAEP_SHA3_512,no,,,0.075,0,0,0
CIPHER_AES_CTR PAD_ISO9796_MR_SCHEME_2,no,,,0.075,0,0,0
CIPHER_AES_CTR PAD_ISO9796_MR_SCHEME_3,no,,,0.076,0,0,0
CIPHER_AES_CFB PAD_NULL,no,,,0.075,0,0,0
CIPHER_AES_CFB PAD_NOPAD,no,,,0.076,0,0,0
CIPHER_AES_CFB PAD_ISO9797_M1,no,,,0.075,0,0,0
CIPHER_AES_CFB PAD_ISO9797_M2,no,,,0.075,0,0,0
CIPHER_AES_CFB PAD_ISO9797_1_M1_ALG3,no,,,0.074,0,0,0
CIPHER_AES_CFB PAD_ISO9797_1_M2_ALG3,no,,,0.076,0,0,0
CIPHER_AES_CFB PAD_PKCS5,no,,,0.076,0,0,0
CIPHER_AES_CFB PAD_PKCS1,no,,,0.075,0,0,0
CIPHER_AES_CFB PAD_PKCS1_PSS,no,,,0.075,0,0,0
CIPHER_AES_CFB PAD_PKCS1_OAEP,no,,,0.076,0,0,0
CIPHER_AES_CFB PAD_ISO9796,no,,,0.075,0,0,0
CIPHER_AES_CFB PAD_ISO9796_MR,no,,,0.075,0,0,0
CIPHER_AES_CFB PAD_RFC2409,no,,,0.075,0,0,0
CIPHER_AES_CFB PAD_PKCS1_OAEP_SHA224,no,,,0.075,0,0,0
CIPHER_AES_CFB PAD_PKCS1_OAEP_SHA256,no,,,0.075,0,0,0
CIPHER_AES_CFB PAD_PKCS1_OAEP_SHA384,no,,,0.074,0,0,0
CIPHER_AES_CFB PAD_PKCS1_OAEP_SHA512,no,,,0.076,0,0,0
CIPHER_AES_CFB PAD_PKCS1_OAEP_SHA3_224,no,,,0.076,0,0,0
CIPHER_AES_CFB PAD_PKCS1_OAEP_SHA3_256,no,,,0.075,0,0,0
CIPHER_AES_CFB PAD_PKCS1_OAEP_SHA3_384,no,,,0.075,0,0,0
CIPHER_AES_CFB PAD_PKCS1_OAEP_SHA3_512,no,,,0.076,0,0,0
CIPHER_AES_CFB PAD_ISO9796_MR_SCHEME_2,no,,,0.076,0,0,0
CIPHER_AES_CFB PAD_ISO9796_MR_SCHEME_3,no,,,0.075,0,0,0
CIPHER_AES_XTS PAD_NULL,no,,,0.076,0,0,0
CIPHER_AES_XTS PAD_NOPAD,no,,,0.075,0,0,0
CIPHER_AES_XTS PAD_ISO9797_M1,no,,,0.075,0,0,0
CIPHER_AES_XTS PAD_ISO9797_M2,no,,,0.076,0,0,0
CIPHER_AES_XTS PAD_ISO9797_1_M1_ALG3,no,,,0.075,0,0,0
CIPHER_AES_XTS PAD_ISO9797_1_M2_ALG3,no,,,0.075,0,0,0
CIPHER_AES_XTS PAD_PKCS5,no,,,0.075,0,0,0
CIPHER_AES_XTS PAD_PKCS1,no,,,0.075,0,0,0
CIPHER_AES_XTS PAD_PKCS1_PSS,no,,,0.075,0,0,0
CIPHER_AES_XTS PAD_PKCS1_OAEP,no,,,0.074,0,0,0
CIPHER_AES_XTS PAD_ISO9796,no,,,0.075,0,0,0
CIPHER_AES_XTS PAD_ISO9796_MR,no,,,0.075,0,0,0
CIPHER_AES_XTS PAD_RFC2409,no,,,0.075,0,0,0
CIPHER_AES_XTS PAD_PKCS1_OAEP_SHA224,no,,,0.075,0,0,0
CIPHER_AES_XTS PAD_PKCS1_OAEP_SHA256,no,,,0.075,0,0,0
CIPHER_AES_XTS PAD_PKCS1_OAEP_SHA384,no,,,0.075,0,0,0
CIPHER_AES_XTS PAD_PKCS1_OAEP_SHA512,no,,,0.075,0,0,0
CIPHER_AES_XTS PAD_PKCS1_OAEP_SHA3_224,no,,,0.075,0,0,0
CIPHER_AES_XTS PAD_PKCS1_OAEP_SHA3_256,no,,,0.075,0,0,0
CIPHER_AES_XTS PAD_PKCS1_OAEP_SHA3_384,no,,,0.075,0,0,0
CIPHER_AES_XTS PAD_PKCS1_OAEP_SHA3_512,no,,,0.075,0,0,0
CIPHER_AES_XTS PAD_ISO9796_MR_SCHEME_2,no,,,0.075,0,0,0
CIPHER_AES_XTS PAD_ISO9796_MR_SCHEME_3,no,,,0.075,0,0,0
CIPHER_SM4_ECB PAD_NULL,no,,,0.076,0,0,0
CIPHER_SM4_ECB PAD_NOPAD,no,,,0.075,0,0,0
CIPHER_SM4_ECB PAD_ISO9797_M1,no,,,0.075,0,0,0
CIPHER_SM4_ECB PAD_ISO9797_M2,no,,,0.074,0,0,0
CIPHER_SM4_ECB PAD_ISO9797_1_M1_ALG3,no,,,0.075,0,0,0
CIPHER_SM4_ECB PAD_ISO9797_1_M2_ALG3,no,,,0.075,0,0,0
CIPHER_SM4_ECB PAD_PKCS5,no,,,0.075,0,0,0
CIPHER_SM4_ECB PAD_PKCS1,no,,,0.075,0,0,0
CIPHER_SM4_ECB PAD_PKCS1_PSS,no,,,0.075,0,0,0
CIPHER_SM4_ECB PAD_PKCS1_OAEP,no,,,0.075,0,0,0
CIPHER_SM4_ECB PAD_ISO9796,no,,,0.075,0,0,0
CIPHER_SM4_ECB PAD_ISO9796_MR,no,,,0.075,0,0,0
CIPHER_SM4_ECB PAD_RFC2409,no,,,0.075,0,0,0
CIPHER_SM4_ECB PAD_PKCS1_OAEP_SHA224,no,,,0.074,0,0,0
CIPHER_SM4_ECB PAD_PKCS1_OAEP_SHA256,no,,,0.075,0,0,0
CIPHER_SM4_ECB PAD_PKCS1_OAEP_SHA384,no,,,0.076,0,0,0
CIPHER_SM4_ECB PAD_PKCS1_OAEP_SHA512,no,,,0.075,0,0,0
CIPHER_SM4_ECB PAD_PKCS1_OAEP_SHA3_224,no,,,0.074,0,0,0
CIPHER_SM4_ECB PAD_PKCS1_OAEP_SHA3_256,no,,,0.075,0,0,0
CIPHER_SM4_ECB PAD_PKCS1_OAEP_SHA3_384,no,,,0.075,0,0,0
CIPHER_SM4_ECB PAD_PKCS1_OAEP_SHA3_512,no,,,0.074,0,0,0
CIPHER_SM4_ECB PAD_ISO9796_MR_SCHEME_2,no,,,0.076,0,0,0
CIPHER_SM4_ECB PAD_ISO9796_MR_SCHEME_3,no,,,0.076,0,0,0
CIPHER_SM4_CBC PAD_NULL,no,,,0.075,0,0,0
CIPHER_SM4_CBC PAD_NOPAD,no,,,0.075,0,0,0
CIPHER_SM4_CBC PAD_ISO9797_M1,no,,,0.075,0,0,0
CIPHER_SM4_CBC PAD_ISO9797_M2,no,,,0.075,0,0,0
CIPHER_SM4_CBC PAD_ISO9797_1_M1_ALG3,no,,,0.075,0,0,0
CIPHER_SM4_CBC PAD_ISO9797_1_M2_ALG3,no,,,0.075,0,0,0
CIPHER_SM4_CBC PAD_PKCS5,no,,,0.075,0,0,0
CIPHER_SM4_CBC PAD_PKCS1,no,,,0.075,0,0,0
CIPHER_SM4_CBC PAD_PKCS1_PSS,no,,,0.075,0,0,0
CIPHER_SM4_CBC PAD_PKCS1_OAEP,no,,,0.075,0,0,0
CIPHER_SM4_CBC PAD_ISO9796,no,,,0.075,0,0,0
CIPHER_SM4_CBC PAD_ISO9796_MR,no,,,0.075,0,0,0
CIPHER_SM4_CBC PAD_RFC2409,no,,,0.075,0,0,0
CIPHER_SM4_CBC PAD_PKCS1_OAEP_SHA224,no,,,0.075,0,0,0
CIPHER_SM4_CBC PAD_PKCS1_OAEP_SHA256,no,,,0.076,0,0,0
CIPHER_SM4_CBC PAD_PKCS1_OAEP_SHA384,no,,,0.075,0,0,0
CIPHER_SM4_CBC PAD_PKCS1_OAEP_SHA512,no,,,0.075,0,0,0
CIPHER_SM4_CBC PAD_PKCS1_OAEP_SHA3_224,no,,,0.075,0,0,0
CIPHER_SM4_CBC PAD_PKCS1_OAEP_SHA3_256,no,,,0.075,0,0,0
CIPHER_SM4_CBC PAD_PKCS1_OAEP_SHA3_384,no,,,0.075,0,0,0
CIPHER_SM4_CBC PAD_PKCS1_OAEP_SHA3_512,no,,,0.076,0,0,0
CIPHER_SM4_CBC PAD_ISO9796_MR_SCHEME_2,no,,,0.075,0,0,0
CIPHER_SM4_CBC PAD_ISO9796_MR_SCHEME_3,no,,,0.075,0,0,0
CIPHER_SM2 PAD_NULL,no,,,0.075,0,0,0
CIPHER_SM2 PAD_NOPAD,no,,,0.075,0,0,0
CIPHER_SM2 PAD_ISO9797_M1,no,,,0.075,0,0,0
CIPHER_SM2 PAD_ISO9797_M2,no,,,0.075,0,0,0
CIPHER_SM2 PAD_ISO9797_1_M1_ALG3,no,,,0.075,0,0,0
CIPHER_SM2 PAD_ISO9797_1_M2_ALG3,no,,,0.075,0,0,0
CIPHER_SM2 PAD_PKCS5,no,,,0.075,0,0,0
CIPHER_SM2 PAD_PKCS1,no,,,0.075,0,0,0
CIPHER_SM2 PAD_PKCS1_PSS,no,,,0.075,0,0,0
CIPHER_SM2 PAD_PKCS1_OAEP,no,,,0.075,0,0,0
CIPHER_SM2 PAD_ISO9796,no,,,0.075,0,0,0
CIPHER_SM2 PAD_ISO9796_MR,no,,,0.075,0,0,0
CIPHER_SM2 PAD_RFC2409,no,,,0.075,0,0,0
CIPHER_SM2 PAD_PKCS1_OAEP_SHA224,no,,,0.075,0,0,0
CIPHER_SM2 PAD_PKCS1_OAEP_SHA256,no,,,0.075,0,0,0
CIPHER_SM2 PAD_PKCS1_OAEP_SHA384,no,,,0.075,0,0,0
CIPHER_SM2 PAD_PKCS1_OAEP_SHA512,no,,,0.075,0,0,0
CIPHER_SM2 PAD_PKCS1_OAEP_SHA3_224,no,,,0.075,0,0,0
CIPHER_SM2 PAD_PKCS1_OAEP_SHA3_256,no,,,0.075,0,0,0
CIPHER_SM2 PAD_PKCS1_OAEP_SHA3_384,no,,,0.075,0,0,0
CIPHER_SM2 PAD_PKCS1_OAEP_SHA3_512,no,,,0.075,0,0,0
CIPHER_SM2 PAD_ISO9796_MR_SCHEME_2,no,,,0.075,0,0,0
CIPHER_SM2 PAD_ISO9796_MR_SCHEME_3,no,,,0.075,0,0,0
,,,,,,,
javacard.crypto.Signature.getInstance(byte messageDigestAlgorithm, byte cipherAlgorithm, byte paddingAlgorithm, boolean externalAccess),,,,
SIG_CIPHER_DES_MAC4 PAD_NULL ALG_NULL,no,,,0.145,19,0,0
SIG_CIPHER_DES_MAC4 PAD_NULL ALG_SHA,no,,,0.076,0,0,0
SIG_CIPHER_DES_MAC4 PAD_NULL ALG_MD5,no,,,0.076,0,0,0
SIG_CIPHER_DES_MAC4 PAD_NULL ALG_RIPEMD160,no,,,0.076,0,0,0
SIG_CIPHER_DES_MAC4 PAD_NULL ALG_SHA_256,no,,,0.077,0,0,0
SIG_CIPHER_DES_MAC4 PAD_NULL ALG_SHA_384,no,,,0.077,0,0,0
SIG_CIPHER_DES_MAC4 PAD_NULL ALG_SHA_512,no,,,0.076,0,0,0
SIG_CIPHER_DES_MAC4 PAD_NULL ALG_SHA_224,no,,,0.076,0,0,0
SIG_CIPHER_DES_MAC4 PAD_NULL ALG_SHA3_224,no,,,0.076,0,0,0
SIG_CIPHER_DES_MAC4 PAD_NULL ALG_SHA3_256,no,,,0.076,0,0,0
SIG_CIPHER_DES_MAC4 PAD_NULL ALG_SHA3_384,no,,,0.077,0,0,0
SIG_CIPHER_DES_MAC4 PAD_NULL ALG_SHA3_512,no,,,0.077,0,0,0
