INFO: This file was generated by AlgTest utility. See http://www.fi.muni.cz/~xsvenda/jcsupport.html for more results, source codes and other details.;
Tested and provided by; insert your name please.;
Execution date/time; 2023/09/10 15:49:28
AlgTestJClient version; 1.8.1
AlgTest applet version; 1.8.0_jc304
Used reader; Identive SCR33xx v2.0 USB SC Reader 0
Card ATR; 3b dc 18 ff 81 91 fe 1f c3 80 73 c8 21 13 66 05 03 63 51 00 02 50
Card name; NXP J3H145 Dual Interface Java card - 144k
Card provider; please insert link/description of shop where card was bought
Used protocol; T=1
High-power mode supported (relevant only to SIM cards according to ETSI 102 221); no

JCSystem.getVersion()[Major.Minor];3.0;
JCSystem.isObjectDeletionSupported;yes;
JCSystem.MEMORY_TYPE_PERSISTENT;32376B;
JCSystem.MEMORY_TYPE_TRANSIENT_RESET;1993B;
JCSystem.getMaxCommitCapacity();32767B;
APDU.getInBlockSize();254B;
APDU.getOutBlockSize();252B;
APDU.getProtocol();1B;
APDU.getNAD();0B;

CPLC; 9f 7f 2a 47 90 05 03 82 11 63 51 03 02 80 48 00 19 58 07 34 69 4e 30 50 38 30 37 47 4d 32 31 30 30 31 39 35 38 13 00 01 1e fd 63 a5 ff
CPLC.ICFabricator;4790;NXP
CPLC.ICType;0503
CPLC.OperatingSystemID;8211
CPLC.OperatingSystemReleaseDate;6351
CPLC.OperatingSystemReleaseLevel;0302
CPLC.ICFabricationDate;8048;(Y DDD) date in that year
CPLC.ICSerialNumber;00195807
CPLC.ICBatchIdentifier;3469
CPLC.ICModuleFabricator;4e30
CPLC.ICModulePackagingDate;5038
CPLC.ICCManufacturer;3037
CPLC.ICEmbeddingDate;474d
CPLC.ICPrePersonalizer;3231
CPLC.ICPrePersonalizationEquipmentDate;3030
CPLC.ICPrePersonalizationEquipmentID;31393538
CPLC.ICPersonalizer;1300
CPLC.ICPersonalizationDate;011e
CPLC.ICPersonalizationEquipmentID;fd63a5ff
CPLC.ICPersonalizationEquipmentID;fd63a5ff

algorithm_name; is_supported; time_elapsed; persistent_mem_allocated; ram_deselect_allocated; ram_reset_allocated;

javacardx.crypto.Cipher
ALG_DES_CBC_NOPAD;yes;		0.520000;88;27;27
ALG_DES_CBC_ISO9797_M1;yes;		0.512000;88;27;27
ALG_DES_CBC_ISO9797_M2;yes;		0.512000;88;27;27
ALG_DES_CBC_PKCS5;no;		0.099000;16;0;0
ALG_DES_ECB_NOPAD;yes;		0.496000;88;27;27
ALG_DES_ECB_ISO9797_M1;yes;		0.503000;88;27;27
ALG_DES_ECB_ISO9797_M2;yes;		0.504000;88;27;27
ALG_DES_ECB_PKCS5;no;		0.099000;16;0;0
ALG_RSA_ISO14888;no;		0.091000;16;0;0
ALG_RSA_PKCS1;yes;		0.314000;56;1;1
ALG_RSA_ISO9796;no;		0.099000;16;0;0
ALG_RSA_NOPAD;yes;		0.323000;56;1;1
ALG_AES_BLOCK_128_CBC_NOPAD;yes;		0.520000;88;51;51
ALG_AES_BLOCK_128_ECB_NOPAD;yes;		0.504000;88;51;51
ALG_RSA_PKCS1_OAEP;yes;		0.323000;56;1;1
ALG_KOREAN_SEED_ECB_NOPAD;no;		0.100000;16;0;0
ALG_KOREAN_SEED_CBC_NOPAD;no;		0.091000;16;0;0
ALG_AES_BLOCK_192_CBC_NOPAD;no;		0.091000;16;0;0
ALG_AES_BLOCK_192_ECB_NOPAD;no;		0.091000;16;0;0
ALG_AES_BLOCK_256_CBC_NOPAD;no;		0.090000;16;0;0
ALG_AES_BLOCK_256_ECB_NOPAD;no;		0.090000;16;0;0
ALG_AES_CBC_ISO9797_M1;yes;		0.513000;88;51;51
ALG_AES_CBC_ISO9797_M2;yes;		0.512000;88;51;51
ALG_AES_CBC_PKCS5;no;		0.099000;16;0;0
ALG_AES_ECB_ISO9797_M1;yes;		0.496000;88;51;51
ALG_AES_ECB_ISO9797_M2;yes;		0.504000;88;51;51
ALG_AES_ECB_PKCS5;no;		0.100000;16;0;0
ALG_AES_CFB;no;		0.091000;16;0;0
ALG_AES_XTS;no;		0.091000;16;0;0
ALG_AES_CTR;no;		0.090000;16;0;0
CIPHER_AES_CCM;no;		0.090000;16;0;0
CIPHER_AES_GCM;no;		0.091000;16;0;0

javacard.crypto.Signature
ALG_DES_MAC4_NOPAD;no;		0.091000;20;0;0
ALG_DES_MAC8_NOPAD;yes;		0.505000;92;19;19
ALG_DES_MAC4_ISO9797_M1;no;		0.100000;20;0;0
ALG_DES_MAC8_ISO9797_M1;yes;		0.506000;92;19;19
ALG_DES_MAC4_ISO9797_M2;yes;		0.513000;92;19;19
ALG_DES_MAC8_ISO9797_M2;yes;		0.514000;92;19;19
ALG_DES_MAC4_PKCS5;no;		0.099000;20;0;0
ALG_DES_MAC8_PKCS5;no;		0.091000;20;0;0
ALG_RSA_SHA_ISO9796;yes;		0.315000;60;1;1
ALG_RSA_SHA_PKCS1;yes;		0.332000;60;1;1
ALG_RSA_MD5_PKCS1;no;		0.107000;20;0;0
ALG_RSA_RIPEMD160_ISO9796;no;		0.092000;20;0;0
ALG_RSA_RIPEMD160_PKCS1;no;		0.091000;20;0;0
ALG_DSA_SHA;no;		0.090000;20;0;0
ALG_RSA_SHA_RFC2409;no;		0.092000;20;0;0
ALG_RSA_MD5_RFC2409;no;		0.091000;20;0;0
ALG_ECDSA_SHA;yes;		0.315000;60;1;1
ALG_AES_MAC_128_NOPAD;yes;		0.522000;92;35;35
ALG_DES_MAC4_ISO9797_1_M2_ALG3;yes;		0.513000;92;19;19
ALG_DES_MAC8_ISO9797_1_M2_ALG3;yes;		0.513000;92;19;19
ALG_RSA_SHA_PKCS1_PSS;yes;		0.322000;60;1;1
ALG_RSA_MD5_PKCS1_PSS;no;		0.108000;20;0;0
ALG_RSA_RIPEMD160_PKCS1_PSS;no;		0.092000;20;0;0
ALG_HMAC_SHA1;no;		0.091000;20;0;0
ALG_HMAC_SHA_256;no;		0.092000;20;0;0
ALG_HMAC_SHA_384;no;		0.092000;20;0;0
ALG_HMAC_SHA_512;no;		0.091000;20;0;0
ALG_HMAC_MD5;no;		0.092000;20;0;0
ALG_HMAC_RIPEMD160;no;		0.091000;20;0;0
ALG_RSA_SHA_ISO9796_MR;no;		0.139000;44;0;0
ALG_RSA_RIPEMD160_ISO9796_MR;no;		0.108000;20;0;0
ALG_SEED_MAC_NOPAD;no;		0.138000;44;0;0
ALG_ECDSA_SHA_256;yes;		0.333000;60;1;1
ALG_ECDSA_SHA_384;yes;		0.331000;60;1;1
ALG_AES_MAC_192_NOPAD;no;		0.108000;20;0;0
ALG_AES_MAC_256_NOPAD;no;		0.091000;20;0;0
ALG_ECDSA_SHA_224;yes;		0.316000;60;1;1
ALG_ECDSA_SHA_512;yes;		0.331000;60;1;1
ALG_RSA_SHA_224_PKCS1;yes;		0.333000;60;1;1
ALG_RSA_SHA_256_PKCS1;yes;		0.333000;60;1;1
